task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Send Request for Quotation to Supplier,1178,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 69,69,2011-09-11T11:28:00.000,2011-09-11T11:01:00.000
Create Quotation comparison Map,1178,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 69,69,2011-09-12T05:17:00.000,2011-09-12T02:10:00.000
Analyze Quotation Comparison Map,1178,Kim Passa,Analyze Quotation Comparison Map,Kim Passa,Fluxicon Disco,Variant 69,69,2011-09-12T11:47:00.000,2011-09-12T11:39:00.000
Choose best option,1178,Penn Osterwalder,Choose best option,Penn Osterwalder,Fluxicon Disco,Variant 69,69,2011-09-12T11:47:00.000,2011-09-12T11:47:00.000
Settle Conditions With Supplier,1178,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 69,69,2011-09-13T04:01:00.000,2011-09-12T14:21:00.000
Create Purchase Order,1178,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 69,69,2011-09-14T08:36:00.000,2011-09-14T08:27:00.000
Confirm Purchase Order,1178,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Fluxicon Disco,Variant 69,69,2011-09-15T03:27:00.000,2011-09-15T02:55:00.000
Deliver Goods Services,1178,Kiu Kan,Deliver Goods Services,Kiu Kan,Fluxicon Disco,Variant 69,69,2011-09-25T18:41:00.000,2011-09-25T07:56:00.000
Release Purchase Order,1178,Nico Ojenbeer,Release Purchase Order,Nico Ojenbeer,Fluxicon Disco,Variant 69,69,2011-09-26T01:51:00.000,2011-09-26T01:50:00.000
Settle Dispute With Supplier,1178,Magdalena Predutta,Settle Dispute With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 69,69,2011-09-26T17:23:00.000,2011-09-26T08:02:00.000
Release Purchase Order,1178,Miu Hanwan,Release Purchase Order,Miu Hanwan,Fluxicon Disco,Variant 69,69,2011-09-27T00:48:00.000,2011-09-27T00:47:00.000
Approve Purchase Order for payment,1178,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 69,69,2011-09-27T05:30:00.000,2011-09-27T05:29:00.000
Send Invoice,1178,Carmen Finacse,Send Invoice,Carmen Finacse,Fluxicon Disco,Variant 69,69,2011-09-28T15:40:00.000,2011-09-28T15:40:00.000
Release Supplier's Invoice,1178,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 69,69,2011-09-29T06:14:00.000,2011-09-29T06:10:00.000
Authorize Supplier's Invoice payment,1178,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 69,69,2011-09-29T06:14:00.000,2011-09-29T06:14:00.000
Pay Invoice,1178,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 69,69,2011-09-29T06:46:00.000,2011-09-29T06:37:00.000
Create Purchase Requisition,1179,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 16,16,2011-06-20T15:27:00.000,2011-06-20T14:39:00.000
Analyze Purchase Requisition,1179,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 16,16,2011-06-21T11:37:00.000,2011-06-21T11:29:00.000
Create Request for Quotation,1179,Maris Freeman,Create Request for Quotation,Maris Freeman,Fluxicon Disco,Variant 16,16,2011-06-21T11:47:00.000,2011-06-21T11:44:00.000
Analyze Request for Quotation,1179,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 16,16,2011-06-27T23:39:00.000,2011-06-27T23:19:00.000
Amend Request for Quotation,1179,Kim Passa,Amend Request for Quotation,Kim Passa,Fluxicon Disco,Variant 16,16,2011-06-28T00:39:00.000,2011-06-28T00:26:00.000
Analyze Request for Quotation,1179,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 16,16,2011-08-24T11:06:00.000,2011-08-24T10:41:00.000
Send Request for Quotation to Supplier,1179,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Fluxicon Disco,Variant 16,16,2011-08-24T13:21:00.000,2011-08-24T12:45:00.000
Create Quotation comparison Map,1179,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 16,16,2011-08-24T19:33:00.000,2011-08-24T14:14:00.000
Analyze Quotation Comparison Map,1179,Fjodor Kowalski,Analyze Quotation Comparison Map,Fjodor Kowalski,Fluxicon Disco,Variant 16,16,2011-08-25T02:35:00.000,2011-08-25T02:22:00.000
Choose best option,1179,Nico Ojenbeer,Choose best option,Nico Ojenbeer,Fluxicon Disco,Variant 16,16,2011-08-25T02:35:00.000,2011-08-25T02:35:00.000
Settle Conditions With Supplier,1179,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 16,16,2011-08-25T11:08:00.000,2011-08-25T06:08:00.000
Create Purchase Order,1179,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 16,16,2011-08-28T06:30:00.000,2011-08-28T06:19:00.000
Confirm Purchase Order,1179,Sean Manney,Confirm Purchase Order,Sean Manney,Fluxicon Disco,Variant 16,16,2011-08-30T20:55:00.000,2011-08-30T20:50:00.000
Deliver Goods Services,1179,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Fluxicon Disco,Variant 16,16,2011-09-18T05:56:00.000,2011-09-16T15:25:00.000
Release Purchase Order,1179,Miu Hanwan,Release Purchase Order,Miu Hanwan,Fluxicon Disco,Variant 16,16,2011-09-18T13:52:00.000,2011-09-18T13:51:00.000
Approve Purchase Order for payment,1179,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 16,16,2011-09-19T04:30:00.000,2011-09-19T04:29:00.000
Send Invoice,1179,Karen Clarens,Send Invoice,Karen Clarens,Fluxicon Disco,Variant 16,16,2011-09-29T00:42:00.000,2011-09-29T00:42:00.000
Release Supplier's Invoice,1179,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 16,16,2011-09-29T15:10:00.000,2011-09-29T15:06:00.000
Settle Dispute With Supplier,1179,Karalda Nimwada,Settle Dispute With Supplier,Karalda Nimwada,Fluxicon Disco,Variant 16,16,2011-09-29T16:10:00.000,2011-09-29T15:54:00.000
Authorize Supplier's Invoice payment,1179,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 16,16,2011-09-29T16:21:00.000,2011-09-29T16:21:00.000
Pay Invoice,1179,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 16,16,2011-09-29T17:24:00.000,2011-09-29T17:20:00.000
Create Purchase Requisition,118,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Fluxicon Disco,Variant 1,1,2011-01-15T17:16:00.000,2011-01-15T16:31:00.000
Analyze Purchase Requisition,118,Francis Odell,Analyze Purchase Requisition,Francis Odell,Fluxicon Disco,Variant 1,1,2011-01-16T03:40:00.000,2011-01-16T03:33:00.000
Create Request for Quotation,118,Maris Freeman,Create Request for Quotation,Maris Freeman,Fluxicon Disco,Variant 1,1,2011-01-16T03:47:00.000,2011-01-16T03:45:00.000
Analyze Request for Quotation,118,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-16T09:46:00.000,2011-01-16T09:12:00.000
Send Request for Quotation to Supplier,118,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-17T00:24:00.000,2011-01-17T00:10:00.000
Create Quotation comparison Map,118,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-17T01:32:00.000,2011-01-17T00:54:00.000
Analyze Quotation Comparison Map,118,Fjodor Kowalski,Analyze Quotation Comparison Map,Fjodor Kowalski,Fluxicon Disco,Variant 1,1,2011-01-17T08:26:00.000,2011-01-17T08:00:00.000
Choose best option,118,Penn Osterwalder,Choose best option,Penn Osterwalder,Fluxicon Disco,Variant 1,1,2011-01-17T08:26:00.000,2011-01-17T08:26:00.000
Settle Conditions With Supplier,118,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-17T22:00:00.000,2011-01-17T12:37:00.000
Create Purchase Order,118,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-18T09:24:00.000,2011-01-18T09:13:00.000
Confirm Purchase Order,118,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-01-19T16:42:00.000,2011-01-19T16:10:00.000
Deliver Goods Services,118,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Fluxicon Disco,Variant 1,1,2011-01-21T17:54:00.000,2011-01-20T14:17:00.000
Release Purchase Order,118,Anne Olwada,Release Purchase Order,Anne Olwada,Fluxicon Disco,Variant 1,1,2011-01-22T00:46:00.000,2011-01-22T00:45:00.000
Approve Purchase Order for payment,118,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-22T15:06:00.000,2011-01-22T15:05:00.000
Send Invoice,118,Carmen Finacse,Send Invoice,Carmen Finacse,Fluxicon Disco,Variant 1,1,2011-01-25T16:53:00.000,2011-01-25T16:53:00.000
Release Supplier's Invoice,118,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-26T07:32:00.000,2011-01-26T07:30:00.000
Authorize Supplier's Invoice payment,118,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-26T07:32:00.000,2011-01-26T07:32:00.000
Pay Invoice,118,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 1,1,2011-01-26T07:50:00.000,2011-01-26T07:43:00.000
Create Purchase Requisition,1182,Nico Ojenbeer,Create Purchase Requisition,Nico Ojenbeer,Fluxicon Disco,Variant 5,5,2011-06-21T01:54:00.000,2011-06-21T01:44:00.000
Create Request for Quotation,1182,Esmana Liubiata,Create Request for Quotation,Esmana Liubiata,Fluxicon Disco,Variant 5,5,2011-06-21T05:59:00.000,2011-06-21T05:51:00.000
Analyze Request for Quotation,1182,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 5,5,2011-06-29T06:58:00.000,2011-06-29T06:27:00.000
Create Purchase Requisition,1184,Christian Francois,Create Purchase Requisition,Christian Francois,Fluxicon Disco,Variant 11,11,2011-06-21T08:42:00.000,2011-06-21T08:29:00.000
Analyze Purchase Requisition,1184,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 11,11,2011-06-21T20:52:00.000,2011-06-21T20:47:00.000
Create Request for Quotation,1184,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 11,11,2011-06-21T21:00:00.000,2011-06-21T20:58:00.000
Analyze Request for Quotation,1184,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 11,11,2011-06-22T03:26:00.000,2011-06-22T03:08:00.000
Amend Request for Quotation,1184,Esmana Liubiata,Amend Request for Quotation,Esmana Liubiata,Fluxicon Disco,Variant 11,11,2011-06-22T04:19:00.000,2011-06-22T04:06:00.000
Analyze Request for Quotation,1184,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 11,11,2011-06-22T20:19:00.000,2011-06-22T19:53:00.000
Amend Request for Quotation,1184,Clement Duchot,Amend Request for Quotation,Clement Duchot,Fluxicon Disco,Variant 11,11,2011-06-22T21:19:00.000,2011-06-22T21:08:00.000
Analyze Request for Quotation,1184,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 11,11,2011-07-12T03:50:00.000,2011-07-12T03:17:00.000
Amend Request for Quotation,1184,Heinz Gutschmidt,Amend Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 11,11,2011-07-12T20:13:00.000,2011-07-12T19:49:00.000
Analyze Request for Quotation,1184,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 11,11,2011-08-14T01:56:00.000,2011-08-14T01:31:00.000
Amend Request for Quotation,1184,Elvira Lores,Amend Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 11,11,2011-08-14T03:02:00.000,2011-08-14T02:51:00.000
Analyze Request for Quotation,1184,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 11,11,2011-08-21T01:38:00.000,2011-08-21T01:14:00.000
Send Request for Quotation to Supplier,1184,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 11,11,2011-08-21T10:10:00.000,2011-08-21T09:49:00.000
Create Quotation comparison Map,1184,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 11,11,2011-08-22T14:09:00.000,2011-08-22T12:57:00.000
Analyze Quotation Comparison Map,1184,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Fluxicon Disco,Variant 11,11,2011-08-22T21:00:00.000,2011-08-22T20:54:00.000
Choose best option,1184,Esmana Liubiata,Choose best option,Esmana Liubiata,Fluxicon Disco,Variant 11,11,2011-08-22T21:00:00.000,2011-08-22T21:00:00.000
Settle Conditions With Supplier,1184,Magdalena Predutta,Settle Conditions With Supplier,Magdalena Predutta,Fluxicon Disco,Variant 11,11,2011-08-23T22:04:00.000,2011-08-23T14:18:00.000
Create Purchase Order,1184,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 11,11,2011-08-24T00:10:00.000,2011-08-23T23:59:00.000
Confirm Purchase Order,1184,Sean Manney,Confirm Purchase Order,Sean Manney,Fluxicon Disco,Variant 11,11,2011-08-25T15:22:00.000,2011-08-25T15:03:00.000
Deliver Goods Services,1184,Carmen Finacse,Deliver Goods Services,Carmen Finacse,Fluxicon Disco,Variant 11,11,2011-09-09T08:24:00.000,2011-09-08T02:00:00.000
Release Purchase Order,1184,Clement Duchot,Release Purchase Order,Clement Duchot,Fluxicon Disco,Variant 11,11,2011-09-09T16:27:00.000,2011-09-09T16:26:00.000
Approve Purchase Order for payment,1184,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 11,11,2011-09-09T21:09:00.000,2011-09-09T21:08:00.000
Send Invoice,1184,Carmen Finacse,Send Invoice,Carmen Finacse,Fluxicon Disco,Variant 11,11,2011-09-12T00:36:00.000,2011-09-12T00:36:00.000
Release Supplier's Invoice,1184,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 11,11,2011-09-12T14:59:00.000,2011-09-12T14:55:00.000
Authorize Supplier's Invoice payment,1184,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 11,11,2011-09-12T14:59:00.000,2011-09-12T14:59:00.000
Pay Invoice,1184,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 11,11,2011-09-12T15:51:00.000,2011-09-12T15:41:00.000
Create Purchase Requisition,1187,Alberto Duport,Create Purchase Requisition,Alberto Duport,Fluxicon Disco,Variant 4,4,2011-06-21T12:51:00.000,2011-06-21T12:10:00.000
Analyze Purchase Requisition,1187,Francis Odell,Analyze Purchase Requisition,Francis Odell,Fluxicon Disco,Variant 4,4,2011-06-22T10:27:00.000,2011-06-22T10:22:00.000
Create Request for Quotation,1187,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 4,4,2011-06-22T10:36:00.000,2011-06-22T10:33:00.000
Analyze Request for Quotation,1187,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 4,4,2011-06-28T21:33:00.000,2011-06-28T21:15:00.000
Create Purchase Requisition,119,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 1,1,2011-01-16T04:05:00.000,2011-01-16T03:34:00.000
Analyze Purchase Requisition,119,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 1,1,2011-01-16T18:25:00.000,2011-01-16T18:19:00.000
Create Request for Quotation,119,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 1,1,2011-01-16T18:36:00.000,2011-01-16T18:33:00.000
Analyze Request for Quotation,119,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-17T08:39:00.000,2011-01-17T08:33:00.000
Send Request for Quotation to Supplier,119,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-19T06:26:00.000,2011-01-19T06:00:00.000
Create Quotation comparison Map,119,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-19T12:04:00.000,2011-01-19T10:31:00.000
Analyze Quotation Comparison Map,119,Alberto Duport,Analyze Quotation Comparison Map,Alberto Duport,Fluxicon Disco,Variant 1,1,2011-01-19T18:43:00.000,2011-01-19T18:34:00.000
Choose best option,119,Penn Osterwalder,Choose best option,Penn Osterwalder,Fluxicon Disco,Variant 1,1,2011-01-19T18:43:00.000,2011-01-19T18:43:00.000
Settle Conditions With Supplier,119,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-20T10:33:00.000,2011-01-20T06:06:00.000
Create Purchase Order,119,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-21T17:10:00.000,2011-01-21T16:58:00.000
Confirm Purchase Order,119,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Fluxicon Disco,Variant 1,1,2011-01-22T13:20:00.000,2011-01-22T13:04:00.000
Deliver Goods Services,119,Sean Manney,Deliver Goods Services,Sean Manney,Fluxicon Disco,Variant 1,1,2011-01-24T01:44:00.000,2011-01-23T00:33:00.000
Release Purchase Order,119,Immanuel Karagianni,Release Purchase Order,Immanuel Karagianni,Fluxicon Disco,Variant 1,1,2011-01-24T09:08:00.000,2011-01-24T09:07:00.000
Approve Purchase Order for payment,119,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-24T13:03:00.000,2011-01-24T13:02:00.000
Send Invoice,119,Carmen Finacse,Send Invoice,Carmen Finacse,Fluxicon Disco,Variant 1,1,2011-01-25T16:33:00.000,2011-01-25T16:33:00.000
Release Supplier's Invoice,119,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-26T06:56:00.000,2011-01-26T06:54:00.000
Authorize Supplier's Invoice payment,119,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-26T06:56:00.000,2011-01-26T06:56:00.000
Pay Invoice,119,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-26T07:44:00.000,2011-01-26T07:37:00.000
Create Purchase Requisition,1191,Christian Francois,Create Purchase Requisition,Christian Francois,Fluxicon Disco,Variant 13,13,2011-06-21T22:35:00.000,2011-06-21T21:52:00.000
Analyze Purchase Requisition,1191,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 13,13,2011-06-22T22:39:00.000,2011-06-22T22:34:00.000
Create Request for Quotation,1191,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 13,13,2011-06-22T22:48:00.000,2011-06-22T22:46:00.000
Analyze Request for Quotation,1191,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 13,13,2011-07-02T14:41:00.000,2011-07-02T14:20:00.000
Amend Request for Quotation,1191,Elvira Lores,Amend Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 13,13,2011-07-02T15:36:00.000,2011-07-02T15:31:00.000
Analyze Request for Quotation,1191,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 13,13,2011-07-06T02:19:00.000,2011-07-06T01:59:00.000
Amend Request for Quotation,1191,Elvira Lores,Amend Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 13,13,2011-07-06T03:13:00.000,2011-07-06T03:04:00.000
Analyze Request for Quotation,1191,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 13,13,2011-08-28T14:46:00.000,2011-08-28T14:26:00.000
Send Request for Quotation to Supplier,1191,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 13,13,2011-08-28T23:41:00.000,2011-08-28T23:10:00.000
Create Quotation comparison Map,1191,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Fluxicon Disco,Variant 13,13,2011-08-29T11:05:00.000,2011-08-29T08:58:00.000
Analyze Quotation Comparison Map,1191,Miu Hanwan,Analyze Quotation Comparison Map,Miu Hanwan,Fluxicon Disco,Variant 13,13,2011-08-29T18:21:00.000,2011-08-29T17:59:00.000
